.	lemma	POS	NE	O
``	lemma	POS	NE	O
to	lemma	POS	NE	O
james	lemma	POS	NE	O
mortimer	lemma	POS	NE	O
,	lemma	POS	NE	O
m.r.c.s.	lemma	POS	NE	O
,	lemma	POS	NE	O
from	lemma	POS	NE	O
his	lemma	POS	NE	O
friends	lemma	POS	NE	O
of	lemma	POS	NE	O
the	lemma	POS	NE	O
c.c.h.	lemma	POS	NE	O
,	lemma	POS	NE	O
''	lemma	POS	NE	O
was	lemma	POS	NE	O
engraved	lemma	POS	NE	O
upon	lemma	POS	NE	O
it	lemma	POS	NE	O
,	lemma	POS	NE	O
with	lemma	POS	NE	O
the	lemma	POS	NE	O
date	lemma	POS	NE	O
``	lemma	POS	NE	O
1884	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
it	lemma	POS	NE	O
was	lemma	POS	NE	O
just	lemma	POS	NE	O
such	lemma	POS	NE	O
a	lemma	POS	NE	O
stick	lemma	POS	NE	O
as	lemma	POS	NE	O
the	lemma	POS	NE	O
old-fashioned	lemma	POS	NE	O
family	lemma	POS	NE	O
practitioner	lemma	POS	NE	O
used	lemma	POS	NE	O
to	lemma	POS	NE	O
carry	lemma	POS	NE	O
--	lemma	POS	NE	O
dignified	lemma	POS	NE	O
,	lemma	POS	NE	O
solid	lemma	POS	NE	O
,	lemma	POS	NE	O
and	lemma	POS	NE	O
reassuring	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
well	lemma	POS	NE	O
,	lemma	POS	NE	O
watson	lemma	POS	NE	O
,	lemma	POS	NE	O
what	lemma	POS	NE	O
do	lemma	POS	NE	O
you	lemma	POS	NE	O
make	lemma	POS	NE	O
of	lemma	POS	NE	O
it	lemma	POS	NE	O
?	lemma	POS	NE	O
''	lemma	POS	NE	O
holmes	lemma	POS	NE	O
was	lemma	POS	NE	O
sitting	lemma	POS	NE	O
with	lemma	POS	NE	O
his	lemma	POS	NE	O
back	lemma	POS	NE	O
to	lemma	POS	NE	O
me	lemma	POS	NE	O
,	lemma	POS	NE	O
and	lemma	POS	NE	O
i	lemma	POS	NE	O
had	lemma	POS	NE	O
given	lemma	POS	NE	O
him	lemma	POS	NE	O
no	lemma	POS	NE	B-NEG
sign	lemma	POS	NE	O
of	lemma	POS	NE	O
my	lemma	POS	NE	O
occupation	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
how	lemma	POS	NE	O
did	lemma	POS	NE	O
you	lemma	POS	NE	O
know	lemma	POS	NE	O
what	lemma	POS	NE	O
i	lemma	POS	NE	O
was	lemma	POS	NE	O
doing	lemma	POS	NE	O
?	lemma	POS	NE	O
i	lemma	POS	NE	O
believe	lemma	POS	NE	O
you	lemma	POS	NE	O
have	lemma	POS	NE	O
eyes	lemma	POS	NE	O
in	lemma	POS	NE	O
the	lemma	POS	NE	O
back	lemma	POS	NE	O
of	lemma	POS	NE	O
your	lemma	POS	NE	O
head	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
i	lemma	POS	NE	O
have	lemma	POS	NE	O
,	lemma	POS	NE	O
at	lemma	POS	NE	O
least	lemma	POS	NE	O
,	lemma	POS	NE	O
a	lemma	POS	NE	O
well-polished	lemma	POS	NE	O
,	lemma	POS	NE	O
silver-plated	lemma	POS	NE	O
coffee-pot	lemma	POS	NE	O
in	lemma	POS	NE	O
front	lemma	POS	NE	O
of	lemma	POS	NE	O
me	lemma	POS	NE	O
,	lemma	POS	NE	O
''	lemma	POS	NE	O
said	lemma	POS	NE	O
he	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
but	lemma	POS	NE	O
,	lemma	POS	NE	O
tell	lemma	POS	NE	O
me	lemma	POS	NE	O
,	lemma	POS	NE	O
watson	lemma	POS	NE	O
,	lemma	POS	NE	O
what	lemma	POS	NE	O
do	lemma	POS	NE	O
you	lemma	POS	NE	O
make	lemma	POS	NE	O
of	lemma	POS	NE	O
our	lemma	POS	NE	O
visitor	lemma	POS	NE	O
's	lemma	POS	NE	O
stick	lemma	POS	NE	O
?	lemma	POS	NE	O
since	lemma	POS	NE	O
we	lemma	POS	NE	O
have	lemma	POS	NE	O
been	lemma	POS	NE	O
so	lemma	POS	NE	O
unfortunate	lemma	POS	NE	B-NEG
as	lemma	POS	NE	O
to	lemma	POS	NE	O
miss	lemma	POS	NE	O
him	lemma	POS	NE	O
and	lemma	POS	NE	O
have	lemma	POS	NE	O
no	lemma	POS	NE	O
notion	lemma	POS	NE	O
of	lemma	POS	NE	O
his	lemma	POS	NE	O
errand	lemma	POS	NE	O
,	lemma	POS	NE	O
this	lemma	POS	NE	O
accidental	lemma	POS	NE	O
souvenir	lemma	POS	NE	O
becomes	lemma	POS	NE	O
of	lemma	POS	NE	O
importance	lemma	POS	NE	O
.	lemma	POS	NE	O
let	lemma	POS	NE	O
me	lemma	POS	NE	O
hear	lemma	POS	NE	O
you	lemma	POS	NE	O
reconstruct	lemma	POS	NE	O
the	lemma	POS	NE	O
man	lemma	POS	NE	O
by	lemma	POS	NE	O
an	lemma	POS	NE	O
examination	lemma	POS	NE	O
of	lemma	POS	NE	O
it	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
i	lemma	POS	NE	O
think	lemma	POS	NE	O
,	lemma	POS	NE	O
''	lemma	POS	NE	O
said	lemma	POS	NE	O
i	lemma	POS	NE	O
,	lemma	POS	NE	O
following	lemma	POS	NE	O
as	lemma	POS	NE	O
far	lemma	POS	NE	O
as	lemma	POS	NE	O
i	lemma	POS	NE	O
could	lemma	POS	NE	O
the	lemma	POS	NE	O
methods	lemma	POS	NE	O
of	lemma	POS	NE	O
my	lemma	POS	NE	O
companion	lemma	POS	NE	O
,	lemma	POS	NE	O
``	lemma	POS	NE	O
that	lemma	POS	NE	O
dr.	lemma	POS	NE	O
mortimer	lemma	POS	NE	O
is	lemma	POS	NE	O
a	lemma	POS	NE	O
successful	lemma	POS	NE	O
,	lemma	POS	NE	O
elderly	lemma	POS	NE	O
medical	lemma	POS	NE	O
man	lemma	POS	NE	O
,	lemma	POS	NE	O
well-esteemed	lemma	POS	NE	O
since	lemma	POS	NE	O
those	lemma	POS	NE	O
who	lemma	POS	NE	O
know	lemma	POS	NE	O
him	lemma	POS	NE	O
give	lemma	POS	NE	O
him	lemma	POS	NE	O
this	lemma	POS	NE	O
mark	lemma	POS	NE	O
of	lemma	POS	NE	O
their	lemma	POS	NE	O
appreciation	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
good	lemma	POS	NE	O
!	lemma	POS	NE	O
''	lemma	POS	NE	O
said	lemma	POS	NE	O
holmes	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
excellent	lemma	POS	NE	O
!	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
i	lemma	POS	NE	O
think	lemma	POS	NE	O
also	lemma	POS	NE	O
that	lemma	POS	NE	O
the	lemma	POS	NE	O
probability	lemma	POS	NE	O
is	lemma	POS	NE	O
in	lemma	POS	NE	O
favour	lemma	POS	NE	O
of	lemma	POS	NE	O
his	lemma	POS	NE	O
being	lemma	POS	NE	O
a	lemma	POS	NE	O
country	lemma	POS	NE	O
practitioner	lemma	POS	NE	O
who	lemma	POS	NE	O
does	lemma	POS	NE	O
a	lemma	POS	NE	O
great	lemma	POS	NE	O
deal	lemma	POS	NE	O
of	lemma	POS	NE	O
his	lemma	POS	NE	O
visiting	lemma	POS	NE	O
on	lemma	POS	NE	O
foot	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
why	lemma	POS	NE	O
so	lemma	POS	NE	O
?	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
because	lemma	POS	NE	O
this	lemma	POS	NE	O
stick	lemma	POS	NE	O
,	lemma	POS	NE	O
though	lemma	POS	NE	O
originally	lemma	POS	NE	O
a	lemma	POS	NE	O
very	lemma	POS	NE	O
handsome	lemma	POS	NE	O
one	lemma	POS	NE	O
has	lemma	POS	NE	O
been	lemma	POS	NE	O
so	lemma	POS	NE	O
knocked	lemma	POS	NE	O
about	lemma	POS	NE	O
that	lemma	POS	NE	O
i	lemma	POS	NE	O
can	lemma	POS	NE	O
hardly	lemma	POS	NE	O
imagine	lemma	POS	NE	O
a	lemma	POS	NE	O
town	lemma	POS	NE	O
practitioner	lemma	POS	NE	O
carrying	lemma	POS	NE	O
it	lemma	POS	NE	O
.	lemma	POS	NE	O
the	lemma	POS	NE	O
thick-iron	lemma	POS	NE	O
ferrule	lemma	POS	NE	O
is	lemma	POS	NE	O
worn	lemma	POS	NE	O
down	lemma	POS	NE	O
,	lemma	POS	NE	O
so	lemma	POS	NE	O
it	lemma	POS	NE	O
is	lemma	POS	NE	O
evident	lemma	POS	NE	O
that	lemma	POS	NE	O
he	lemma	POS	NE	O
has	lemma	POS	NE	O
done	lemma	POS	NE	O
a	lemma	POS	NE	O
great	lemma	POS	NE	O
amount	lemma	POS	NE	O
of	lemma	POS	NE	O
walking	lemma	POS	NE	O
with	lemma	POS	NE	O
it	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
perfectly	lemma	POS	NE	O
sound	lemma	POS	NE	O
!	lemma	POS	NE	O
''	lemma	POS	NE	O
said	lemma	POS	NE	O
holmes	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
and	lemma	POS	NE	O
then	lemma	POS	NE	O
again	lemma	POS	NE	O
,	lemma	POS	NE	O
there	lemma	POS	NE	O
is	lemma	POS	NE	O
the	lemma	POS	NE	O
`	lemma	POS	NE	O
friends	lemma	POS	NE	O
of	lemma	POS	NE	O
the	lemma	POS	NE	O
c.c.h	lemma	POS	NE	O
.	lemma	POS	NE	O
'	lemma	POS	NE	O
i	lemma	POS	NE	O
should	lemma	POS	NE	O
guess	lemma	POS	NE	O
that	lemma	POS	NE	O
to	lemma	POS	NE	O
be	lemma	POS	NE	O
the	lemma	POS	NE	O
something	lemma	POS	NE	O
hunt	lemma	POS	NE	O
,	lemma	POS	NE	O
the	lemma	POS	NE	O
local	lemma	POS	NE	O
hunt	lemma	POS	NE	O
to	lemma	POS	NE	O
whose	lemma	POS	NE	O
members	lemma	POS	NE	O
he	lemma	POS	NE	O
has	lemma	POS	NE	O
possibly	lemma	POS	NE	O
given	lemma	POS	NE	O
some	lemma	POS	NE	O
surgical	lemma	POS	NE	O
assistance	lemma	POS	NE	O
,	lemma	POS	NE	O
and	lemma	POS	NE	O
which	lemma	POS	NE	O
has	lemma	POS	NE	O
made	lemma	POS	NE	O
him	lemma	POS	NE	O
a	lemma	POS	NE	O
small	lemma	POS	NE	O
presentation	lemma	POS	NE	O
in	lemma	POS	NE	O
return	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
really	lemma	POS	NE	O
,	lemma	POS	NE	O
watson	lemma	POS	NE	O
,	lemma	POS	NE	O
you	lemma	POS	NE	O
excel	lemma	POS	NE	O
yourself	lemma	POS	NE	O
,	lemma	POS	NE	O
''	lemma	POS	NE	O
said	lemma	POS	NE	O
holmes	lemma	POS	NE	O
,	lemma	POS	NE	O
pushing	lemma	POS	NE	O
back	lemma	POS	NE	O
his	lemma	POS	NE	O
chair	lemma	POS	NE	O
and	lemma	POS	NE	O
lighting	lemma	POS	NE	O
a	lemma	POS	NE	O
cigarette	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
i	lemma	POS	NE	O
am	lemma	POS	NE	O
bound	lemma	POS	NE	O
to	lemma	POS	NE	O
say	lemma	POS	NE	O
that	lemma	POS	NE	O
in	lemma	POS	NE	O
all	lemma	POS	NE	O
the	lemma	POS	NE	O
accounts	lemma	POS	NE	O
which	lemma	POS	NE	O
you	lemma	POS	NE	O
have	lemma	POS	NE	O
been	lemma	POS	NE	O
so	lemma	POS	NE	O
good	lemma	POS	NE	O
as	lemma	POS	NE	O
to	lemma	POS	NE	O
give	lemma	POS	NE	O
of	lemma	POS	NE	O
my	lemma	POS	NE	O
own	lemma	POS	NE	O
small	lemma	POS	NE	O
achievements	lemma	POS	NE	O
you	lemma	POS	NE	O
have	lemma	POS	NE	O
habitually	lemma	POS	NE	O
underrated	lemma	POS	NE	O
your	lemma	POS	NE	O
own	lemma	POS	NE	O
abilities	lemma	POS	NE	O
.	lemma	POS	NE	O
it	lemma	POS	NE	O
may	lemma	POS	NE	O
be	lemma	POS	NE	O
that	lemma	POS	NE	O
you	lemma	POS	NE	O
are	lemma	POS	NE	O
not	lemma	POS	NE	B-NEG
yourself	lemma	POS	NE	O
luminous	lemma	POS	NE	O
,	lemma	POS	NE	O
but	lemma	POS	NE	O
you	lemma	POS	NE	O
are	lemma	POS	NE	O
a	lemma	POS	NE	O
conductor	lemma	POS	NE	O
of	lemma	POS	NE	O
light	lemma	POS	NE	O
.	lemma	POS	NE	O
some	lemma	POS	NE	O
people	lemma	POS	NE	O
without	lemma	POS	NE	B-NEG
possessing	lemma	POS	NE	O
genius	lemma	POS	NE	O
have	lemma	POS	NE	O
a	lemma	POS	NE	O
remarkable	lemma	POS	NE	O
power	lemma	POS	NE	O
of	lemma	POS	NE	O
stimulating	lemma	POS	NE	O
it	lemma	POS	NE	O
.	lemma	POS	NE	O
i	lemma	POS	NE	O
confess	lemma	POS	NE	O
,	lemma	POS	NE	O
my	lemma	POS	NE	O
dear	lemma	POS	NE	O
fellow	lemma	POS	NE	O
,	lemma	POS	NE	O
that	lemma	POS	NE	O
i	lemma	POS	NE	O
am	lemma	POS	NE	O
very	lemma	POS	NE	O
much	lemma	POS	NE	O
in	lemma	POS	NE	O
your	lemma	POS	NE	O
debt	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
he	lemma	POS	NE	O
had	lemma	POS	NE	O
never	lemma	POS	NE	B-NEG
said	lemma	POS	NE	O
as	lemma	POS	NE	O
much	lemma	POS	NE	O
before	lemma	POS	NE	O
,	lemma	POS	NE	O
and	lemma	POS	NE	O
i	lemma	POS	NE	O
must	lemma	POS	NE	O
admit	lemma	POS	NE	O
that	lemma	POS	NE	O
his	lemma	POS	NE	O
words	lemma	POS	NE	O
gave	lemma	POS	NE	O
me	lemma	POS	NE	O
keen	lemma	POS	NE	O
pleasure	lemma	POS	NE	O
,	lemma	POS	NE	O
for	lemma	POS	NE	O
i	lemma	POS	NE	O
had	lemma	POS	NE	O
often	lemma	POS	NE	O
been	lemma	POS	NE	O
piqued	lemma	POS	NE	O
by	lemma	POS	NE	O
his	lemma	POS	NE	O
indifference	lemma	POS	NE	O
to	lemma	POS	NE	O
my	lemma	POS	NE	O
admiration	lemma	POS	NE	O
and	lemma	POS	NE	O
to	lemma	POS	NE	O
the	lemma	POS	NE	O
attempts	lemma	POS	NE	O
which	lemma	POS	NE	O
i	lemma	POS	NE	O
had	lemma	POS	NE	O
made	lemma	POS	NE	O
to	lemma	POS	NE	O
give	lemma	POS	NE	O
publicity	lemma	POS	NE	O
to	lemma	POS	NE	O
his	lemma	POS	NE	O
methods	lemma	POS	NE	O
.	lemma	POS	NE	O
i	lemma	POS	NE	O
was	lemma	POS	NE	O
proud	lemma	POS	NE	O
,	lemma	POS	NE	O
too	lemma	POS	NE	O
,	lemma	POS	NE	O
to	lemma	POS	NE	O
think	lemma	POS	NE	O
that	lemma	POS	NE	O
i	lemma	POS	NE	O
had	lemma	POS	NE	O
so	lemma	POS	NE	O
far	lemma	POS	NE	O
mastered	lemma	POS	NE	O
his	lemma	POS	NE	O
system	lemma	POS	NE	O
as	lemma	POS	NE	O
to	lemma	POS	NE	O
apply	lemma	POS	NE	O
it	lemma	POS	NE	O
in	lemma	POS	NE	O
a	lemma	POS	NE	O
way	lemma	POS	NE	O
which	lemma	POS	NE	O
earned	lemma	POS	NE	O
his	lemma	POS	NE	O
approval	lemma	POS	NE	O
.	lemma	POS	NE	O
he	lemma	POS	NE	O
now	lemma	POS	NE	O
took	lemma	POS	NE	O
the	lemma	POS	NE	O
stick	lemma	POS	NE	O
from	lemma	POS	NE	O
my	lemma	POS	NE	O
hands	lemma	POS	NE	O
and	lemma	POS	NE	O
examined	lemma	POS	NE	O
it	lemma	POS	NE	O
for	lemma	POS	NE	O
a	lemma	POS	NE	O
few	lemma	POS	NE	O
minutes	lemma	POS	NE	O
with	lemma	POS	NE	O
his	lemma	POS	NE	O
naked	lemma	POS	NE	O
eyes	lemma	POS	NE	O
.	lemma	POS	NE	O
then	lemma	POS	NE	O
with	lemma	POS	NE	O
an	lemma	POS	NE	O
expression	lemma	POS	NE	O
of	lemma	POS	NE	O
interest	lemma	POS	NE	O
he	lemma	POS	NE	O
laid	lemma	POS	NE	O
down	lemma	POS	NE	O
his	lemma	POS	NE	O
cigarette	lemma	POS	NE	O
,	lemma	POS	NE	O
and	lemma	POS	NE	O
carrying	lemma	POS	NE	O
the	lemma	POS	NE	O
cane	lemma	POS	NE	O
to	lemma	POS	NE	O
the	lemma	POS	NE	O
window	lemma	POS	NE	O
,	lemma	POS	NE	O
he	lemma	POS	NE	O
looked	lemma	POS	NE	O
over	lemma	POS	NE	O
it	lemma	POS	NE	O
again	lemma	POS	NE	O
with	lemma	POS	NE	O
a	lemma	POS	NE	O
convex	lemma	POS	NE	O
lens	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
interesting	lemma	POS	NE	O
,	lemma	POS	NE	O
though	lemma	POS	NE	O
elementary	lemma	POS	NE	O
,	lemma	POS	NE	O
''	lemma	POS	NE	O
said	lemma	POS	NE	O
he	lemma	POS	NE	O
as	lemma	POS	NE	O
he	lemma	POS	NE	O
returned	lemma	POS	NE	O
to	lemma	POS	NE	O
his	lemma	POS	NE	O
favourite	lemma	POS	NE	O
corner	lemma	POS	NE	O
of	lemma	POS	NE	O
the	lemma	POS	NE	O
settee	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
there	lemma	POS	NE	O
are	lemma	POS	NE	O
certainly	lemma	POS	NE	O
one	lemma	POS	NE	O
or	lemma	POS	NE	O
two	lemma	POS	NE	O
indications	lemma	POS	NE	O
upon	lemma	POS	NE	O
the	lemma	POS	NE	O
stick	lemma	POS	NE	O
.	lemma	POS	NE	O
it	lemma	POS	NE	O
gives	lemma	POS	NE	O
us	lemma	POS	NE	O
the	lemma	POS	NE	O
basis	lemma	POS	NE	O
for	lemma	POS	NE	O
several	lemma	POS	NE	O
deductions	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
has	lemma	POS	NE	O
anything	lemma	POS	NE	O
escaped	lemma	POS	NE	O
me	lemma	POS	NE	O
?	lemma	POS	NE	O
''	lemma	POS	NE	O
i	lemma	POS	NE	O
asked	lemma	POS	NE	O
with	lemma	POS	NE	O
some	lemma	POS	NE	O
self-importance	lemma	POS	NE	O
.	lemma	POS	NE	O
``	lemma	POS	NE	O
i	lemma	POS	NE	O
trust	lemma	POS	NE	O
that	lemma	POS	NE	O
there	lemma	POS	NE	O
is	lemma	POS	NE	O
nothing	lemma	POS	NE	B-NEG
of	lemma	POS	NE	O
consequence	lemma	POS	NE	O
which	lemma	POS	NE	O
i	lemma	POS	NE	O
have	lemma	POS	NE	O
overlooked	lemma	POS	NE	O
?	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
i	lemma	POS	NE	O
am	lemma	POS	NE	O
afraid	lemma	POS	NE	O
,	lemma	POS	NE	O
my	lemma	POS	NE	O
dear	lemma	POS	NE	O
watson	lemma	POS	NE	O
,	lemma	POS	NE	O
that	lemma	POS	NE	O
most	lemma	POS	NE	O
of	lemma	POS	NE	O
your	lemma	POS	NE	O
conclusions	lemma	POS	NE	O
were	lemma	POS	NE	O
erroneous	lemma	POS	NE	O
.	lemma	POS	NE	O
when	lemma	POS	NE	O
i	lemma	POS	NE	O
said	lemma	POS	NE	O
that	lemma	POS	NE	O
you	lemma	POS	NE	O
stimulated	lemma	POS	NE	O
me	lemma	POS	NE	O
i	lemma	POS	NE	O
meant	lemma	POS	NE	O
,	lemma	POS	NE	O
to	lemma	POS	NE	O
be	lemma	POS	NE	O
frank	lemma	POS	NE	O
,	lemma	POS	NE	O
that	lemma	POS	NE	O
in	lemma	POS	NE	O
noting	lemma	POS	NE	O
your	lemma	POS	NE	O
fallacies	lemma	POS	NE	O
i	lemma	POS	NE	O
was	lemma	POS	NE	O
occasionally	lemma	POS	NE	O
guided	lemma	POS	NE	O
towards	lemma	POS	NE	O
the	lemma	POS	NE	O
truth	lemma	POS	NE	O
.	lemma	POS	NE	O
not	lemma	POS	NE	B-NEG
that	lemma	POS	NE	O
you	lemma	POS	NE	O
are	lemma	POS	NE	O
entirely	lemma	POS	NE	O
wrong	lemma	POS	NE	O
in	lemma	POS	NE	O
this	lemma	POS	NE	O
instance	lemma	POS	NE	O
.	lemma	POS	NE	O
the	lemma	POS	NE	O
man	lemma	POS	NE	O
is	lemma	POS	NE	O
certainly	lemma	POS	NE	O
a	lemma	POS	NE	O
country	lemma	POS	NE	O
practitioner	lemma	POS	NE	O
.	lemma	POS	NE	O
and	lemma	POS	NE	O
he	lemma	POS	NE	O
walks	lemma	POS	NE	O
a	lemma	POS	NE	O
good	lemma	POS	NE	O
deal	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
then	lemma	POS	NE	O
i	lemma	POS	NE	O
was	lemma	POS	NE	O
right	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
to	lemma	POS	NE	O
that	lemma	POS	NE	O
extent	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
but	lemma	POS	NE	O
that	lemma	POS	NE	O
was	lemma	POS	NE	O
all	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
no	lemma	POS	NE	B-NEG
,	lemma	POS	NE	O
no	lemma	POS	NE	O
,	lemma	POS	NE	O
my	lemma	POS	NE	O
dear	lemma	POS	NE	O
watson	lemma	POS	NE	O
,	lemma	POS	NE	O
not	lemma	POS	NE	O
all	lemma	POS	NE	O
--	lemma	POS	NE	O
by	lemma	POS	NE	O
no	lemma	POS	NE	O
means	lemma	POS	NE	O
all	lemma	POS	NE	O
.	lemma	POS	NE	O
i	lemma	POS	NE	O
would	lemma	POS	NE	O
suggest	lemma	POS	NE	O
,	lemma	POS	NE	O
for	lemma	POS	NE	O
example	lemma	POS	NE	O
,	lemma	POS	NE	O
that	lemma	POS	NE	O
a	lemma	POS	NE	O
presentation	lemma	POS	NE	O
to	lemma	POS	NE	O
a	lemma	POS	NE	O
doctor	lemma	POS	NE	O
is	lemma	POS	NE	O
more	lemma	POS	NE	O
likely	lemma	POS	NE	O
to	lemma	POS	NE	O
come	lemma	POS	NE	O
from	lemma	POS	NE	O
a	lemma	POS	NE	O
hospital	lemma	POS	NE	O
than	lemma	POS	NE	O
from	lemma	POS	NE	O
a	lemma	POS	NE	O
hunt	lemma	POS	NE	O
,	lemma	POS	NE	O
and	lemma	POS	NE	O
that	lemma	POS	NE	O
when	lemma	POS	NE	O
the	lemma	POS	NE	O
initials	lemma	POS	NE	O
`	lemma	POS	NE	O
c.c.	lemma	POS	NE	O
'	lemma	POS	NE	O
are	lemma	POS	NE	O
placed	lemma	POS	NE	O
before	lemma	POS	NE	O
that	lemma	POS	NE	O
hospital	lemma	POS	NE	O
the	lemma	POS	NE	O
words	lemma	POS	NE	O
`	lemma	POS	NE	O
charing	lemma	POS	NE	O
cross	lemma	POS	NE	O
'	lemma	POS	NE	O
very	lemma	POS	NE	O
naturally	lemma	POS	NE	O
suggest	lemma	POS	NE	O
themselves	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
you	lemma	POS	NE	O
may	lemma	POS	NE	O
be	lemma	POS	NE	O
right	lemma	POS	NE	O
.	lemma	POS	NE	O
''	lemma	POS	NE	O
``	lemma	POS	NE	O
the	lemma	POS	NE	O
probability	lemma	POS	NE	O
lies	lemma	POS	NE	O
in	lemma	POS	NE	O
that	lemma	POS	NE	O
direction	lemma	POS	NE	O
.	lemma	POS	NE	O
and	lemma	POS	NE	O
if	lemma	POS	NE	O
we	lemma	POS	NE	O
take	lemma	POS	NE	O
this	lemma	POS	NE	O
as	lemma	POS	NE	O
a	lemma	POS	NE	O
working	lemma	POS	NE	O
hypothesis	lemma	POS	NE	O
we	lemma	POS	NE	O
have	lemma	POS	NE	O
a	lemma	POS	NE	O
fresh	lemma	POS	NE	O
